0.5,1.0,1.0,1.0,1e-10,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0
1e-10,0.5,1.0,1.0,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1e-10
1e-10,1e-10,0.5,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
1e-10,1e-10,1e-10,0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0
1e-10,1e-10,1.0,1.0,1e-10,0.5,1e-10,1e-10,1e-10,1e-10,1.0,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
1e-10,1.0,1.0,1.0,1e-10,1.0,0.5,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1e-10,1e-10,1.0,1.0,1e-10,1.0,1e-10,1e-10,0.5,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1e-10
1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1e-10,1.0,0.5,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0
1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,0.5,1e-10,1.0,1e-10,1.0,1.0,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1e-10,1e-10,1.0,1.0,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1.0,1e-10,1e-10,0.5,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1e-10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1e-10,1.0,1.0,1.0,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,0.5,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1e-10
1e-10,1.0,1.0,1.0,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,0.5,1.0,1e-10,1e-10,1.0,1e-10,1.0,1e-10
1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1.0,0.5,1e-10,1.0,1e-10,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0,1.0,1.0,0.5,1.0,1e-10,1.0,1.0
1e-10,1e-10,1.0,1.0,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,0.5,1e-10,1.0,1e-10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1e-10,1.0,1e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1.0,1e-10,1e-10,1e-10,1e-10,0.5,1e-10
1e-10,1.0,1.0,1.0,1e-10,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,1.0,1.0,1e-10,1e-10,1.0,1e-10,1.0,0.5
